Rank| H1B Visa Sponsor| Number of LCA  *| Average Salary| Job Title
156|Intellisight|1| $75,000|Computer Programmer Analyst
156|Uktha Global|1| $75,000|Computer Programmer Analyst
158|E-Business International|1| $74,000|Computer Programmer Analyst
159|Embtel|1| $73,424|Computer Programmer Analyst
160|Haws|1| $72,000|Computer Programmer Analyst
160|Scalar|1| $72,000|Computer Programmer Analyst
162|Document Solutions Group|1| $71,000|Computer Programmer Analyst
163|Larsen & Toubro Infotech|1| $70,944|Computer Programmer Analyst
164|Trn Systems|1| $70,000|Computer Programmer Analyst
164|Data|1| $70,000|Computer Programmer Analyst
164|Thoughtwave Software And Solutions|1| $70,000|Computer Programmer Analyst
164|Centraprise,|1| $70,000|Computer Programmer Analyst
164|Standav F/K/A Cadatasoft|1| $70,000|Computer Programmer Analyst
169|Palatial Technologies|1| $69,867|Computer Programmer Analyst
170|Logybytes|1| $69,680|Computer Programmer Analyst
171|Symplicity|1| $68,000|Computer Programmer Analyst
172|Genesis Techsystems|1| $67,500|Computer Programmer Analyst
173|Acer Data Labs|1| $66,000|Computer Programmer Analyst
174|Pegasus Knowledge Solutions|1| $65,915|Computer Programmer Analyst
175|Visionsoft International|1| $65,000|Computer Programmer Analyst
183|Value Consulting|1| $64,000|Computer Programmer Analyst
183|Startekk|1| $64,000|Computer Programmer Analyst
185|Evoq Medical|1| $63,000|Computer Programmer Analyst
186|Sell By Eway|1| $62,400|Computer Programmer Analyst
187|Geolanta Technologies|1| $62,000|Computer Programmer Analyst
187|Usm Business Systems|1| $62,000|Computer Programmer Analyst
189|Globalpoint|1| $61,527|Computer Programmer Analyst
190|Central California Foundation For Health|1| $61,027|Computer Programmer Analyst
191|Incept Data Solutions|1| $61,000|Computer Programmer Analyst
192|Alexys|1| $60,549|Computer Programmer Analyst
193|Innovate Solutions|1| $60,000|Computer Programmer Analyst
193|Kyra Infotech|1| $60,000|Computer Programmer Analyst
193|Mind Tech|1| $60,000|Computer Programmer Analyst
193|Business Pointers|1| $60,000|Computer Programmer Analyst
193|Saiven Technologies|1| $60,000|Computer Programmer Analyst
193|Vigna Solutions|1| $60,000|Computer Programmer Analyst
193|Vsharp Global|1| $60,000|Computer Programmer Analyst
193|Attainica|1| $60,000|Computer Programmer Analyst
201|Armstrong Technologies|1| $59,000|Computer Programmer Analyst
202|Qpair|1| $54,454|Computer Programmer Analyst
203|Dynamic Software Consultants|1| $53,500|Computer Programmer Analyst
204|Delta Global Services|1| $50,000|Computer Programmer Analyst
205|Syswise|1| $46,842|Computer Programmer Analyst
206|Itpro Software Solutions|1| $46,000|Computer Programmer Analyst
1|Vedicsoft Solutions|113| $66,458|Java Developer
2|Sdlc Management|92| $81,946|Java Developer
3|Populus Group|62| $106,144|Java Developer
4|Collaborate Solutions|52| $70,784|Java Developer
5|Katalyst Technologies|48| $75,069|Java Developer
6|Avco Consulting|41| $70,693|Java Developer
7|Etest It|40| $70,934|Java Developer
8|Pioneer Consulting Services|37| $69,852|Java Developer
9|Osair Technologies|36| $69,638|Java Developer
10|Tekorg|34| $80,759|Java Developer
11|Proficient Business Systems|30| $70,775|Java Developer
12|Reliant Vision Group|30| $65,520|Java Developer
13|Diversant|27| $117,974|Java Developer
14|Tek Signature|26| $77,769|Java Developer
15|Alpha Net Consulting|26| $70,609|Java Developer
16|Iris Software|25| $105,600|Java Developer
17|Ventois|25| $73,521|Java Developer
18|Softcorp International|25| $63,732|Java Developer
19|Jnit Technologies|20| $72,000|Java Developer
20|V-Soft Consulting Group|19| $81,579|Java Developer
21|Charter Global|19| $79,017|Java Developer
22|Photon Infotech|19| $76,631|Java Developer
23|Imbuesys|19| $76,487|Java Developer
24|Aci Infotech|17| $74,165|Java Developer
25|Apptad|17| $70,016|Java Developer
26|Technumen|16| $70,462|Java Developer
27|Pyramid Technology Solutions|14| $65,267|Java Developer
28|Technical Strategies|13| $75,862|Java Developer
29|Kronsys|13| $64,817|Java Developer
30|Talent9|13| $64,187|Java Developer
31|Sena Info Technologies|13| $64,128|Java Developer
32|Tek Leaders|13| $63,073|Java Developer
33|Ciber|12| $99,442|Java Developer
34|Codesoft International|12| $77,375|Java Developer
35|Code Ace Solutions|12| $76,223|Java Developer
36|Canoesys|12| $74,640|Java Developer
37|Caprus It|12| $70,375|Java Developer
38|Channel It Solutions|12| $70,000|Java Developer
39|Antra|12| $66,551|Java Developer
40|Anjus|10| $76,960|Java Developer
41|Idhasoft|10| $76,700|Java Developer
42|Cerebral Technologies|10| $74,543|Java Developer
43|Nexgen Technologies|10| $67,979|Java Developer
44|Cyg Tec|10| $65,487|Java Developer
45|Kanhi Systems|10| $64,256|Java Developer
46|It Resources|10| $64,108|Java Developer
47|Jpmorgan Chase|9| $103,722|Java Developer
48|Ncs Pearson|9| $81,222|Java Developer
49|Akt|9| $72,333|Java Developer
50|Srs Consulting|8| $78,750|Java Developer
51|Arkstek|8| $74,831|Java Developer
52|Erp Analysts|8| $72,488|Java Developer
53|Isolvers|8| $72,125|Java Developer
54|Sri Anjaneya Technologies|8| $70,881|Java Developer
55|Fusion Plus Solutions|8| $69,875|Java Developer
56|Veritis Group|8| $66,098|Java Developer
57|Anira Solutions|8| $66,000|Java Developer
58|Sourceinfotech|8| $60,000|Java Developer
59|Divensi|7| $109,273|Java Developer
60|Adecco Technical|7| $108,832|Java Developer
61|Millennium Software|7| $83,105|Java Developer
62|Sriven Systems|7| $75,429|Java Developer
63|Palatial Technologies|7| $73,870|Java Developer
64|Infinity Tech Group|7| $72,437|Java Developer
65|Radical Software Solutions|7| $69,714|Java Developer
65|Saicon Consultants|7| $69,714|Java Developer
67|Uktha Global|7| $65,898|Java Developer
68|Azimetry|6| $108,578|Java Developer
69|American Technology Consulting|6| $94,750|Java Developer
70|Interpro|6| $85,603|Java Developer
71|Select It Resources|6| $81,640|Java Developer
72|D2sol|6| $77,500|Java Developer
73|SSV Systems|6| $75,000|Java Developer
74|Serenity Infotech|6| $73,750|Java Developer
75|Sritek|6| $72,065|Java Developer
76|Impetusit|6| $70,319|Java Developer
77|Rsm Technology Solutions|6| $64,167|Java Developer
78|Data|5| $151,000|Java Developer
79|Rylee Technologies|5| $80,800|Java Developer
80|Whiz It Solutions|5| $80,302|Java Developer
81|Ektha  Solutions, |5| $80,300|Java Developer
82|IBM|5| $76,375|Java Developer
83|Mindteck|5| $75,815|Java Developer
84|Hcl Global Systems|5| $74,198|Java Developer
85|American Unit|5| $73,548|Java Developer
86|Logic Planet|5| $72,372|Java Developer
87|Kanor Systems|5| $72,280|Java Developer
88|Medhok|5| $71,000|Java Developer
89|Proser|5| $70,818|Java Developer
90|Resolve Tech Solutions|5| $69,208|Java Developer
91|Maganti It Resources|5| $68,496|Java Developer
92|Infosmart Technologies|5| $68,000|Java Developer
93|Tekivy|5| $67,000|Java Developer
93|Suntechpros|5| $67,000|Java Developer
95|Blue Cloud Techs Corp|5| $65,967|Java Developer
96|Jonam Systems|5| $64,739|Java Developer
97|Business Intelli Solutions|5| $64,164|Java Developer
98|Bell Info Solutions|5| $63,500|Java Developer
99|Fusionsoft Technologies|5| $61,000|Java Developer
100|Ecloud Labs|5| $60,000|Java Developer
101|Judge Technical Services|4| $104,342|Java Developer
102|Idexcel|4| $104,200|Java Developer
103|Gcom Software|4| $101,250|Java Developer
104|22nd Century Staffing|4| $98,748|Java Developer
105|Skillstorm Commercial Services|4| $96,980|Java Developer
106|Sparksoft|4| $94,500|Java Developer
107|Samsung Pay|4| $94,373|Java Developer
108|Dealer Dot Com|4| $89,500|Java Developer
109|Tomax, A Wholly Owned Subsidiary Of Demandware|4| $85,250|Java Developer
110|Brillio|4| $83,336|Java Developer
111|Sysintelli|4| $81,125|Java Developer
112|Ample It Services|4| $80,000|Java Developer
113|Vlink, |4| $75,383|Java Developer
114|Symphony|4| $75,341|Java Developer
115|Acclaris|4| $74,470|Java Developer
116|Focus It|4| $73,510|Java Developer
117|Siri Infosolutions|4| $72,500|Java Developer
118|Elipsiqorporation|4| $71,875|Java Developer
119|Savi Technologies|4| $71,750|Java Developer
120|Sapphire Software Solutions|4| $71,261|Java Developer
121|Zillion Technologies|4| $71,211|Java Developer
122|Varunavi It Consultants|4| $70,764|Java Developer
123|Amzur Technologies|4| $68,750|Java Developer
124|Gallup|4| $67,500|Java Developer
125|Azee Systems|4| $67,184|Java Developer
126|Gva Infotech|4| $66,000|Java Developer
127|Tekdynamics|4| $65,042|Java Developer
128|Jvr Tech|4| $65,000|Java Developer
129|Xtramile Soft|4| $64,000|Java Developer
130|Om Tek|4| $60,000|Java Developer
131|Prokarma|3| $106,667|Java Developer
132|Ferguson Consulting|3| $102,500|Java Developer
133|Tata Consultancy Services|3| $98,333|Java Developer
134|Actium Consulting|3| $98,080|Java Developer
135|Ulab|3| $96,667|Java Developer
136|Trigyn Technologies|3| $93,333|Java Developer
137|Xpert Technologies|3| $88,067|Java Developer
138|Newt Global Consulting|3| $87,467|Java Developer
139|Nalashaa|3| $86,167|Java Developer
140|Talentlink|3| $86,000|Java Developer
140|Eclat Integrated Software Solutions|3| $86,000|Java Developer
142|Micronet Solutions|3| $85,567|Java Developer
143|E-Giants Technologies|3| $85,000|Java Developer
144|Torque Technologies|3| $78,167|Java Developer
145|Info Services|3| $77,167|Java Developer
146|Boss Technologies|3| $75,333|Java Developer
147|Talteam|3| $75,000|Java Developer
147|Kk Associates|3| $75,000|Java Developer
147|North Point It|3| $75,000|Java Developer
150|R3 Technology|3| $74,766|Java Developer
151|Ez2 Technologies|3| $74,673|Java Developer
152|Innovative Intelligent Solutions|3| $74,369|Java Developer
153|Delasoft|3| $72,827|Java Developer
154|Lead It|3| $72,721|Java Developer
155|Vensoft Solutions|3| $72,500|Java Developer
156|Expedent|3| $72,333|Java Developer
157|Thought Byte|3| $72,010|Java Developer
158|Kellton Tech|3| $71,360|Java Developer
159|Usm Business Systems|3| $70,667|Java Developer
160|Kanap Systems|3| $70,333|Java Developer
161|It Ideology|3| $70,221|Java Developer
162|Consiga Technologies|3| $69,667|Java Developer
163|Netlogic Solutions|3| $69,333|Java Developer
164|Intone Networks|3| $68,333|Java Developer
165|Sphinix Network Solutions|3| $66,953|Java Developer
166|H-3 Technologies|3| $66,667|Java Developer
167|Itface|3| $66,000|Java Developer
168|Inspirix Technologies|3| $65,867|Java Developer
169|Insigma|3| $65,501|Java Developer
170|M9 Consulting|3| $65,000|Java Developer
170|Yeti Technologies, Dba|3| $65,000|Java Developer
170|Wb Solutions|3| $65,000|Java Developer
173|Infosys Solutions|3| $64,000|Java Developer
174|Sanra Solutions|3| $63,333|Java Developer
174|Gooyah Technologies|3| $63,333|Java Developer
176|Arcean,|3| $61,333|Java Developer
177|Pyramid Consulting|3| $60,667|Java Developer
178|Alrek Business Solutions|3| $60,380|Java Developer
179|Iit Work Force|3| $60,000|Java Developer
180|Cosmic-I|3| $57,131|Java Developer
181|Svi America|3| $53,200|Java Developer
182|Gold Coast It Solutions|3| $46,384|Java Developer
183|Norgate Technology|2| $125,070|Java Developer
184|Intelliswift Software|2| $125,000|Java Developer
185|Kardin Systems|2| $112,229|Java Developer
186|Slalom|2| $105,500|Java Developer
187|Sei Investments Company|2| $105,000|Java Developer
188|Aroha Technologies|2| $98,400|Java Developer
189|Cambia Health Solutions|2| $98,137|Java Developer
190|Globant|2| $97,500|Java Developer
191|Cloudpoint Systems|2| $95,000|Java Developer
191|Synapse Group|2| $95,000|Java Developer
193|Stiaos Technologies|2| $94,750|Java Developer
194|C&T Information Technology Consulting|2| $94,252|Java Developer
195|Apex Systems|2| $94,000|Java Developer
196|Valtech Solutions|2| $93,750|Java Developer
197|United Software Group|2| $92,000|Java Developer
198|Sitek|2| $91,500|Java Developer
199|Atria Consulting|2| $91,188|Java Developer
200|Klntek|2| $90,750|Java Developer
201|Emphasis Software Development|2| $90,000|Java Developer
202|Hih|2| $89,479|Java Developer
203|Datum Consulting Group|2| $87,500|Java Developer
203|4sight Technologies|2| $87,500|Java Developer
205|Denken Solutions|2| $87,339|Java Developer
206|Sagarsoft|2| $85,280|Java Developer
206|Canopy One Solutions|2| $85,280|Java Developer
208|Nexient|2| $85,000|Java Developer
208|Pro-Tek Consulting|2| $85,000|Java Developer
208|Predica|2| $85,000|Java Developer
211|Microinfo|2| $84,011|Java Developer
212|Jsmn International|2| $82,500|Java Developer
212|Ignite Management Consultants|2| $82,500|Java Developer
214|Infolob Solutions|2| $82,420|Java Developer
215|Vinsys Information Technology|2| $82,000|Java Developer
215|Izeal|2| $82,000|Java Developer
217|Rcr Technology|2| $80,500|Java Developer
218|Itviews|2| $80,000|Java Developer
218|Utc Associates|2| $80,000|Java Developer
218|Trusted Tech Solutions|2| $80,000|Java Developer
218|Us It Solutions|2| $80,000|Java Developer
218|Schoeneckers|2| $80,000|Java Developer
223|Wise Equation Solutions|2| $79,835|Java Developer
224|Infometry|2| $79,498|Java Developer
225|Teksystems|2| $79,200|Java Developer
1|IBM|1,013| $73,140|Application Developer
2|Jpmorgan Chase|108| $93,147|Application Developer
3|Iris Software|56| $111,088|Application Developer
4|State Street Bank And Trust Company|33| $94,823|Application Developer
5|Hm Health Solutions|31| $75,317|Application Developer
6|Intel|29| $100,912|Application Developer
7|Blueline Software Services|29| $65,069|Application Developer
8|Erp Analysts|25| $63,703|Application Developer
9|Data|24| $126,531|Application Developer
10|Ang Infotech|23| $63,877|Application Developer
11|Softova|22| $63,955|Application Developer
12|Vuesol Technologies|14| $72,321|Application Developer
13|Vastika|13| $62,488|Application Developer
14|V-Soft Consulting Group|10| $84,900|Application Developer
15|Kumo It Services|10| $65,811|Application Developer
16|Jpmorgan Chase|9| $111,410|Application Developer
17|Cloudwick Technologies|9| $84,188|Application Developer
18|Revere Info Tech|9| $73,615|Application Developer
19|Envision Infosolutions|9| $66,111|Application Developer
20|Diversant|8| $127,375|Application Developer
21|Adp Technology Services|8| $103,668|Application Developer
22|Equifax Information Services|8| $100,433|Application Developer
23|Tekmark Global Solutions|8| $93,429|Application Developer
24|Charter Global|8| $80,688|Application Developer
25|Laksan Technologies|8| $70,250|Application Developer
26|Caprus It|8| $67,532|Application Developer
27|Reva Enterprises|8| $65,811|Application Developer
28|Altera|7| $101,179|Application Developer
29|Ecs Financial Services|7| $74,714|Application Developer
30|Prominent It Solutions|7| $61,611|Application Developer
31|Teksystems|6| $127,227|Application Developer
32|Google|6| $112,183|Application Developer
33|Fortune Minds|6| $73,096|Application Developer
34|Serenity Infotech|6| $70,833|Application Developer
35|NaztecÂ® International Group|6| $63,440|Application Developer
36|Trustees Of The University Of Pennsylvania|6| $61,802|Application Developer
37|Shinewell Technologies|6| $60,688|Application Developer
38|Populus Group|5| $104,370|Application Developer
39|Genisys Technologies|5| $94,000|Application Developer
40|Mindteck|5| $84,581|Application Developer
41|Bsc Solutions|5| $82,708|Application Developer
42|Americloud Solutions|5| $79,789|Application Developer
43|Union Pacific Railroad|5| $76,080|Application Developer
44|Eclat Integrated Software Solutions|5| $71,290|Application Developer
45|Meritel Group|5| $70,000|Application Developer
46|Sigilinfotech|5| $64,000|Application Developer
47|Servicenow|4| $112,953|Application Developer
48|Techland|4| $102,250|Application Developer
49|Ekuber Ventures|4| $99,247|Application Developer
50|Sarkit|4| $82,281|Application Developer
51|First Tek|4| $78,536|Application Developer
52|Atos It Solutions And Services|4| $76,190|Application Developer
